,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AVGO,ORCL,ADBE,CRM,CSCO,ACN,INTC,AMD,QCOM,TXN,IBM,NOW,INTU,AMAT,MU,ADI,LRCX,NFLX,DIS,CMCSA,T,VZ,TMUS,JPM,BAC,WFC,GS,MS,C,BLK,SCHW,AXP,SPGI,BX,V,MA,PYPL,UNH,JNJ,LLY,PFE,MRK,ABBV,TMO,ABT,DHR,BMY,AMGN,MDT,CVS,GILD,WMT,PG,KO,PEP,COST,MCD,NKE,SBUX,HD,LOW,TGT,BKNG,MDLZ,CL,EL,XOM,CVX,COP,SLB,CAT,BA,GE,HON,UPS,RTX,LMT,DE,MMM,UNP,LIN,FCX,NEE,DUK,BRK-B,F,GM,UBER,ABNB,SHOP,SQ,PLTR,SNOW,COIN
2025-07-25,179.55,216.93,231.59,409.35,375.42,462.97,110.67,442.3,134.57,263.92,305.89,167.13,129.29,199.98,503.15,114.45,355.82,453.72,641.33,325.08,401.7,183.0,627.44,510.52,133.63,172.2,170.03,117.6,94.25,377.43,291.16,341.84,339.42,247.35,191.17,662.32,119.91,207.17,208.9,575.47,677.11,180.32,300.98,239.55,486.19,252.06,58.59,366.61,40.49,384.05,873.84,101.87,168.2,382.81,449.68,76.64,159.02,521.04,439.72,95.91,226.21,1091.31,299.23,357.08,746.95,295.14,171.88,458.82,138.79,324.83,258.04,127.54,208.56,553.08,275.83,701.72,72.75,205.09,486.21,217.39,271.48,52.87,569.04,489.4,449.84,76.16,196.28,604.29,157.38,187.4,241.5,289.14,373.52,243.22,298.37,211.89,403.28,365.87,126.93,661.44,625.96
2025-07-28,180.83,220.55,237.7,411.54,380.32,455.89,109.65,434.21,130.83,267.22,302.93,163.96,125.75,201.82,515.21,113.92,362.36,439.74,649.1,330.21,417.94,182.92,631.77,530.72,138.51,174.97,170.5,119.32,94.55,371.7,294.71,338.96,342.84,245.58,187.48,671.11,123.78,207.73,220.96,596.12,668.59,176.98,291.54,234.67,485.0,257.33,59.11,359.76,40.04,384.55,866.22,102.57,167.69,384.8,452.91,75.61,157.87,522.41,436.29,97.82,223.23,1099.21,296.07,366.44,734.69,296.79,165.58,471.74,135.96,329.73,272.48,126.22,203.37,556.56,274.31,713.35,72.15,207.61,473.39,210.68,270.89,51.25,580.52,480.87,438.81,75.4,195.64,596.95,159.29,186.96,251.52,287.89,359.29,244.26,294.53,215.65,405.74,358.6,125.63,677.74,597.39
2025-07-29,181.58,228.23,244.95,411.19,382.57,446.52,109.82,429.39,127.9,254.66,302.08,163.71,122.73,197.66,523.3,115.45,363.02,456.16,630.25,332.3,415.2,184.38,653.65,549.06,138.78,173.54,168.72,119.9,96.2,382.52,284.1,334.14,351.92,251.46,187.75,657.18,123.99,214.24,218.28,589.6,664.97,171.62,297.64,241.68,491.13,258.15,60.27,356.96,41.43,398.43,901.37,101.07,164.81,377.75,450.06,77.98,160.47,527.83,427.08,98.12,230.81,1067.76,293.74,377.26,700.39,298.07,162.98,465.2,135.84,340.24,268.16,129.86,203.94,558.06,276.15,715.61,70.41,204.22,469.08,211.95,270.72,52.72,594.9,481.21,440.59,76.3,199.11,587.52,161.25,186.9,249.44,294.48,353.06,240.21,303.07,214.09,405.86,356.46,121.73,625.04,611.97
2025-07-30,188.03,225.75,247.04,401.65,397.99,449.32,111.65,439.6,129.47,249.49,300.92,158.87,123.79,205.3,525.02,116.51,365.77,450.22,636.15,328.83,407.7,183.11,652.18,552.98,144.48,176.48,168.69,120.52,98.49,410.13,293.41,330.99,358.91,253.05,180.93,651.23,123.24,211.81,229.85,581.61,672.13,166.72,292.01,239.65,478.81,251.73,59.59,351.44,41.22,400.69,879.48,100.3,165.32,381.05,454.01,78.24,161.06,524.53,424.3,95.97,230.86,1085.56,294.52,378.08,710.79,296.14,163.83,454.77,129.96,351.41,274.05,128.56,204.15,554.21,284.04,720.73,70.54,199.7,455.17,215.08,274.74,52.91,600.99,481.66,460.44,73.73,205.83,575.0,163.2,187.82,250.38,296.0,345.02,242.43,305.22,220.71,405.91,369.64,119.49,630.25,601.83
2025-07-31,189.08,235.12,251.9,407.17,392.85,453.66,111.52,447.33,128.07,257.19,300.7,161.06,121.5,205.25,514.48,116.41,364.04,440.99,647.64,326.29,404.44,182.05,658.42,546.32,146.73,177.04,170.35,120.56,96.71,402.24,290.27,332.93,350.2,257.57,179.84,646.18,123.26,215.47,236.2,582.94,672.49,175.05,295.89,239.28,485.42,257.83,60.9,346.87,42.73,401.27,913.56,101.01,166.36,374.49,454.03,81.34,167.2,533.5,406.76,102.39,233.79,1129.67,299.98,390.7,750.95,296.38,163.13,455.31,127.49,354.01,284.59,130.08,196.71,560.79,286.91,716.92,69.29,207.59,428.13,209.42,273.76,51.33,589.71,477.4,460.51,73.5,207.89,587.67,163.3,190.93,245.13,298.98,350.99,238.57,306.35,218.06,403.18,389.91,120.99,652.5,584.02
2025-08-01,190.1,233.0,245.99,422.25,395.04,454.76,111.25,432.17,128.64,261.8,303.36,159.5,123.1,215.57,508.56,117.89,363.44,438.04,644.68,318.89,416.09,185.93,661.63,529.11,150.67,179.98,172.45,117.73,95.36,400.79,288.3,340.83,353.08,262.67,182.82,680.89,122.21,214.16,235.36,588.31,708.57,179.11,290.75,240.07,484.5,253.81,63.56,361.7,43.73,403.91,921.07,99.6,167.52,374.33,453.17,82.8,168.13,518.68,414.98,99.87,242.3,1188.76,302.2,387.91,755.67,299.15,170.95,462.33,124.3,355.55,290.21,129.62,193.89,549.98,273.12,746.69,69.78,203.06,424.09,206.55,265.92,50.47,607.94,473.45,457.58,72.46,209.88,587.47,164.33,191.98,237.76,299.8,348.89,236.77,317.36,215.16,410.47,398.47,120.39,651.1,586.33
2025-08-04,190.76,236.84,244.0,415.07,393.23,460.27,113.81,433.83,130.93,248.77,300.72,158.95,121.33,212.15,518.27,118.87,360.35,433.3,638.06,321.37,411.79,178.79,687.31,531.44,154.22,186.48,169.14,119.26,95.86,412.79,281.31,338.22,341.37,260.64,177.8,632.81,123.39,213.66,243.37,578.06,680.05,180.9,286.29,237.86,488.55,255.43,62.16,354.51,43.57,401.4,912.97,100.29,170.42,379.49,464.04,82.55,170.05,525.61,420.97,102.66,246.31,1203.49,312.14,397.69,743.62,307.45,177.87,459.68,122.77,357.67,303.94,125.85,196.81,552.16,270.49,781.67,70.74,207.1,402.46,213.22,258.76,51.66,605.03,475.49,468.99,73.51,216.47,579.95,163.21,191.04,238.97,300.21,341.86,243.28,328.4,209.69,415.87,396.31,122.64,644.01,612.16
2025-08-05,188.42,231.39,243.83,400.25,391.4,444.64,114.99,453.46,126.99,253.79,298.89,155.64,121.65,209.85,532.89,117.12,364.99,437.3,627.63,325.83,414.32,183.47,726.61,521.12,147.58,190.6,171.34,120.8,97.02,405.27,270.67,340.55,336.23,262.99,184.37,592.49,122.1,217.21,254.2,575.04,650.21,182.69,279.05,238.86,493.97,253.52,60.53,358.0,43.21,384.89,893.09,103.5,171.3,386.32,462.68,85.48,168.81,522.39,396.92,101.62,246.2,1194.88,298.12,392.26,740.57,311.09,176.9,459.47,123.96,361.97,295.14,125.82,199.96,545.54,272.78,770.19,69.64,203.41,422.68,210.84,269.69,50.65,611.73,468.53,457.95,74.07,214.1,583.57,163.69,183.96,236.9,304.91,333.22,244.44,318.07,211.22,409.68,410.28,123.19,681.6,642.03
2025-08-06,188.26,231.64,244.71,406.5,395.48,448.51,115.98,473.91,127.76,251.64,298.27,157.95,122.13,210.82,528.64,114.78,360.57,429.91,634.6,330.79,422.7,180.45,716.92,519.73,146.35,187.53,171.82,119.08,98.24,380.35,268.85,330.93,335.54,261.5,189.45,591.06,126.27,220.76,262.31,553.77,670.45,185.24,276.78,237.53,493.37,254.77,59.66,356.64,43.66,370.06,870.24,106.53,171.91,388.55,473.0,84.92,168.43,516.54,403.26,103.67,258.6,1154.17,299.08,378.88,727.79,310.12,180.92,457.26,125.3,363.23,298.1,126.25,195.27,540.8,269.04,768.54,68.78,201.32,401.81,207.76,267.1,50.58,624.01,472.92,465.01,74.54,212.53,562.19,166.37,187.93,235.6,302.09,328.99,234.75,317.51,212.03,404.0,403.93,124.46,678.61,648.97
2025-08-07,186.33,236.39,235.91,398.18,397.48,468.94,116.21,461.9,133.05,248.9,292.27,159.97,115.35,205.31,515.35,116.9,364.33,432.36,638.96,326.18,429.68,183.28,712.91,519.67,142.87,191.89,174.0,120.8,96.46,384.49,258.0,337.56,332.52,262.47,193.39,597.84,127.84,221.65,254.02,559.27,676.48,182.3,272.23,236.02,484.95,260.82,58.99,354.96,43.08,362.9,881.3,106.63,173.46,376.28,470.89,85.2,170.38,516.73,399.19,103.17,261.44,1156.71,294.62,370.2,752.77,299.58,178.86,446.76,123.83,362.01,287.44,124.1,195.91,551.69,265.58,749.54,68.75,204.34,392.98,214.84,267.12,49.96,664.7,467.08,458.44,75.3,207.02,561.93,163.42,185.81,231.44,302.32,319.14,237.26,336.69,206.28,403.34,397.24,127.2,689.41,646.72
2025-08-08,187.63,232.97,234.92,391.55,402.52,467.53,115.94,447.89,135.79,253.18,287.72,161.35,118.01,197.37,505.47,114.19,359.23,421.48,619.45,318.83,413.09,178.45,734.61,508.88,143.19,188.76,174.28,120.59,94.77,384.91,259.29,343.16,319.78,261.27,198.18,602.51,129.15,228.3,251.66,570.85,665.63,185.41,268.35,237.44,491.65,267.24,58.19,354.53,43.4,364.23,865.76,104.53,184.16,372.24,480.08,85.06,172.85,506.89,398.05,105.57,259.13,1185.83,308.58,371.3,714.05,292.21,178.36,447.68,126.93,365.04,284.93,126.06,191.97,542.75,264.62,758.05,69.08,207.71,381.86,211.47,271.54,48.1,673.5,448.08,438.45,75.89,202.01,578.3,165.26,185.98,233.54,306.57,323.97,234.22,343.68,201.52,401.36,395.95,123.97,701.13,673.17
2025-08-11,190.34,229.22,230.79,398.48,392.89,458.09,111.76,439.58,137.6,246.4,287.16,158.11,116.58,198.35,505.55,112.11,357.98,427.73,611.27,323.16,426.22,180.03,760.86,502.38,145.86,188.86,175.24,120.08,95.37,386.62,261.08,353.08,325.7,255.75,196.46,620.03,128.26,224.16,247.27,584.17,658.18,189.49,270.85,247.76,492.13,277.21,56.76,358.26,42.89,363.69,877.93,107.24,182.27,373.38,475.62,86.29,172.13,512.91,400.59,103.32,251.75,1166.88,310.44,367.88,712.89,293.41,179.93,455.88,129.85,368.34,282.59,124.18,190.2,535.33,265.56,764.67,69.91,210.28,378.43,214.03,261.73,47.32,684.59,454.08,449.93,74.81,203.5,570.08,166.61,188.27,235.82,310.31,315.97,231.61,352.28,203.83,397.9,400.97,122.08,712.71,643.48
2025-08-12,191.76,225.79,226.32,410.07,396.4,443.64,111.58,438.85,136.52,256.51,288.1,156.64,117.19,200.71,497.47,110.38,357.3,424.53,620.93,319.14,429.33,183.52,770.18,514.08,144.88,193.07,173.58,119.35,95.4,381.66,255.08,350.41,326.96,253.22,194.56,615.95,129.19,230.03,246.07,587.57,645.79,189.97,271.37,246.19,485.67,272.43,55.29,353.88,40.75,362.96,866.38,107.95,181.62,372.96,479.1,86.55,175.08,513.29,414.57,102.53,246.07,1188.2,304.66,370.91,684.84,299.47,184.06,466.71,130.14,362.58,278.24,124.39,188.33,532.29,268.77,728.5,70.42,212.25,383.64,215.02,254.33,46.64,682.76,454.5,437.63,75.26,196.17,562.14,168.08,183.3,236.14,317.07,324.19,229.76,370.62,202.47,400.66,394.84,121.71,728.89,641.44
2025-08-13,185.36,227.61,225.49,423.76,392.81,433.25,112.44,433.7,139.86,270.85,286.1,158.29,114.03,200.8,492.85,110.85,380.8,415.18,618.89,321.13,441.41,186.83,772.64,515.92,145.55,193.52,171.34,120.97,93.5,363.81,267.67,353.84,326.96,250.52,204.75,591.87,129.13,229.88,238.13,592.97,679.72,182.71,279.67,242.57,478.48,270.3,55.65,356.84,39.67,355.25,840.71,109.55,183.96,363.89,478.09,84.48,171.16,524.25,410.03,102.72,253.63,1229.95,305.41,356.29,696.72,297.5,190.94,466.98,125.51,360.97,274.23,127.39,194.45,547.87,265.58,760.09,69.94,208.77,403.38,208.68,258.47,45.85,703.8,458.5,432.88,73.23,198.95,551.22,167.12,183.53,235.1,321.38,321.76,231.88,394.51,202.28,412.54,391.91,122.16,708.06,653.12
2025-08-14,186.4,231.92,229.46,426.97,392.02,432.2,112.83,437.34,140.42,264.17,286.78,156.7,111.83,196.84,482.84,109.49,372.92,418.38,628.92,324.49,456.73,195.76,772.02,513.46,147.37,191.7,175.38,119.76,95.59,358.61,276.12,347.86,315.77,244.2,211.72,586.09,133.08,237.07,236.48,603.81,677.02,182.02,281.02,244.62,475.09,268.43,56.14,355.64,40.02,363.95,821.75,108.93,181.64,364.28,478.64,84.85,173.71,521.52,401.59,102.87,255.95,1198.9,306.4,360.25,715.04,294.07,187.34,467.88,121.17,370.48,285.37,129.13,189.43,549.08,263.72,745.06,69.78,213.89,398.97,202.92,258.9,48.18,721.32,461.57,450.08,72.84,203.67,550.03,168.05,184.82,233.82,316.78,328.95,231.69,389.03,205.51,408.86,402.58,118.94,717.83,641.55
2025-08-15,189.67,224.35,232.86,425.38,388.26,432.27,112.14,449.87,135.47,263.13,287.85,157.79,113.67,199.7,475.33,112.74,373.16,411.64,611.23,318.67,456.22,197.11,794.41,493.92,147.48,193.89,172.16,118.58,96.05,362.76,272.91,341.09,311.08,248.08,200.83,571.55,134.32,234.36,230.2,595.49,679.76,179.88,288.79,244.08,467.52,273.88,55.27,346.44,39.12,376.68,814.79,106.65,183.35,359.99,483.44,83.51,173.51,519.15,404.59,100.14,258.53,1235.34,316.97,364.84,700.13,287.89,181.12,468.4,119.6,367.2,292.69,128.17,194.18,554.38,265.32,769.1,69.4,214.46,407.49,203.24,253.09,47.27,695.8,458.53,446.94,74.0,202.35,548.45,166.45,189.6,234.61,315.08,320.78,229.01,390.76,203.91,402.87,421.46,117.49,704.6,638.68
2025-08-18,189.74,223.2,233.51,420.29,375.1,429.83,111.91,449.08,131.55,266.98,291.91,163.98,114.18,199.99,463.76,112.52,363.35,411.51,629.88,317.27,472.77,197.19,796.57,497.98,151.07,197.22,174.07,117.24,96.68,375.07,283.18,337.55,313.22,246.13,202.84,596.69,135.58,238.46,221.87,599.16,675.09,182.94,294.25,248.34,467.39,276.46,56.59,345.07,39.21,367.56,797.83,108.5,182.98,364.34,480.87,81.18,171.38,532.27,417.96,100.33,261.72,1216.84,314.26,355.72,728.53,287.45,179.63,481.31,117.75,362.98,305.58,133.21,193.54,552.52,272.75,773.01,68.36,214.8,404.7,201.49,249.82,46.83,703.06,451.4,446.83,73.05,207.3,538.0,170.43,186.88,237.13,320.14,325.9,222.09,392.3,202.3,397.6,404.08,118.64,674.66,645.32
2025-08-19,191.96,226.78,233.07,417.3,383.06,432.25,110.59,439.32,124.97,262.73,287.91,158.47,111.17,204.14,466.23,109.11,364.99,419.23,623.71,326.38,472.61,197.77,782.07,514.97,146.31,197.72,177.31,116.13,92.31,361.3,284.33,344.64,311.0,242.75,203.9,637.93,135.44,241.45,220.79,608.54,658.94,176.92,293.02,254.67,469.39,280.01,54.82,350.84,39.44,364.97,760.7,107.87,187.25,366.96,494.26,80.25,171.91,525.03,410.64,100.12,246.44,1239.12,330.26,352.19,740.17,284.96,188.66,486.89,120.61,353.14,315.78,135.95,191.78,562.95,264.37,761.17,66.59,213.25,388.43,195.74,238.76,45.63,690.71,450.59,434.08,73.99,206.46,541.52,170.56,186.92,233.63,315.75,326.2,219.41,387.68,205.71,396.5,404.94,117.01,698.2,638.03
2025-08-20,192.88,229.85,223.9,419.92,407.79,422.68,111.28,448.63,129.17,260.71,295.57,158.24,109.95,205.89,468.23,108.37,375.23,426.41,628.27,325.49,482.89,198.62,807.24,503.45,147.47,192.49,175.57,115.53,88.1,347.34,274.6,338.91,320.48,239.62,204.1,654.01,138.76,242.6,228.06,602.36,654.48,187.81,285.17,265.57,461.83,279.8,56.7,356.36,40.6,360.99,750.12,110.45,187.7,368.8,491.9,80.66,172.93,526.98,412.72,104.08,243.59,1205.0,327.13,361.0,723.59,290.21,194.08,486.33,119.53,352.44,322.36,135.63,192.65,570.49,271.43,753.0,66.52,214.05,385.69,190.73,236.15,44.57,671.97,466.3,432.12,71.5,208.73,544.69,170.97,188.77,233.82,318.61,311.53,221.9,390.63,211.18,392.47,401.86,120.31,691.01,643.25
2025-08-21,193.44,226.81,221.63,408.22,397.66,417.6,111.55,454.91,122.95,274.02,297.48,152.36,108.22,205.67,465.85,109.62,368.4,428.14,623.15,326.52,491.41,196.35,782.2,502.36,152.35,197.24,180.25,117.52,91.09,368.86,261.77,343.4,322.13,230.6,200.25,679.04,137.48,245.3,222.13,600.25,635.29,186.42,286.95,264.43,469.34,273.23,57.25,363.35,39.92,356.27,729.07,118.07,190.47,366.57,501.68,83.14,175.24,523.19,400.66,105.03,231.79,1203.99,328.5,358.18,700.32,287.24,194.98,500.9,120.34,351.88,322.39,133.86,200.28,573.0,276.49,739.47,66.86,211.6,385.29,191.73,240.28,43.84,679.48,464.66,418.6,72.57,207.35,533.37,167.18,187.27,231.32,322.51,305.66,221.77,388.82,211.41,382.94,424.36,116.45,717.14,616.42
2025-08-22,197.25,219.16,226.91,398.46,398.61,411.41,112.03,449.29,122.22,276.5,298.59,152.46,104.07,207.41,469.08,108.09,369.51,419.66,635.44,319.01,482.72,192.78,789.42,516.53,162.08,195.9,174.66,117.68,93.89,385.01,265.25,337.38,325.87,236.31,208.62,664.53,137.31,246.8,217.09,600.8,654.42,179.56,286.87,265.13,458.26,269.82,58.84,373.04,40.81,361.17,732.56,116.93,192.39,374.16,509.11,83.53,172.5,520.17,405.03,110.49,230.4,1260.73,328.5,351.85,718.25,291.2,198.25,508.09,118.03,350.63,322.32,134.46,194.69,576.16,279.4,734.72,67.09,208.48,397.05,194.94,246.82,42.87,655.63,468.17,413.54,72.46,207.39,534.26,171.22,184.88,232.54,328.7,307.03,224.75,386.77,205.92,380.37,432.98,114.51,729.86,602.51
2025-08-25,198.54,214.54,229.7,383.51,395.1,413.38,112.56,450.19,121.82,278.82,291.75,156.42,101.01,207.08,469.24,109.99,361.14,415.79,653.17,318.63,483.77,189.21,813.33,485.94,163.79,200.81,174.95,120.92,89.42,371.99,259.91,340.31,318.43,240.49,209.88,635.98,135.62,247.95,215.72,583.63,631.81,174.33,288.43,271.34,472.18,270.59,57.72,367.47,42.3,357.15,713.59,116.39,195.12,375.46,516.78,81.17,177.67,527.82,399.43,110.94,232.69,1297.8,334.06,353.65,736.95,289.91,195.85,511.85,115.99,355.4,309.79,137.39,194.49,586.76,287.56,782.78,66.45,207.18,404.52,199.08,239.44,41.9,640.19,469.81,406.48,72.71,207.5,545.29,173.85,179.71,240.45,331.71,304.27,223.91,377.28,204.67,386.8,419.38,112.01,717.3,597.01
2025-08-26,198.36,212.66,231.27,385.32,394.65,410.01,109.58,439.61,120.13,277.67,293.21,157.31,98.95,196.91,466.51,112.22,356.66,413.89,660.05,323.77,460.52,187.05,786.15,481.66,160.91,197.47,174.72,119.13,90.18,390.01,268.7,342.74,320.07,240.72,213.85,625.95,135.92,240.01,216.36,594.12,641.43,170.73,290.88,273.14,477.7,268.82,58.11,371.79,40.72,361.8,768.91,115.93,191.28,362.5,516.78,80.63,177.8,535.06,394.68,112.61,231.31,1293.4,344.84,346.41,722.92,282.05,194.19,511.7,118.78,352.54,307.64,136.87,196.41,587.82,297.24,774.67,63.79,203.44,416.06,201.85,235.37,41.99,625.09,470.3,393.44,73.53,208.53,545.62,171.11,177.15,244.85,336.71,307.33,224.88,389.69,207.09,396.34,425.02,110.44,726.36,574.82
2025-08-27,195.48,214.29,234.51,379.24,384.06,401.15,110.17,419.11,116.63,279.66,289.38,159.17,98.87,196.24,471.1,110.73,351.05,418.21,684.28,326.8,464.02,186.52,813.22,478.71,162.67,202.97,173.94,120.65,95.25,378.4,273.68,339.23,323.56,238.73,211.4,622.24,136.42,246.55,213.87,624.83,660.52,177.21,294.74,273.33,461.47,266.58,59.03,375.22,40.75,372.77,733.64,117.11,182.79,367.54,513.42,76.46,179.21,528.94,385.06,112.57,233.19,1326.49,343.71,335.12,710.16,282.95,196.01,515.15,119.83,357.23,296.39,136.72,197.97,589.81,295.37,751.72,63.08,202.75,431.39,200.58,228.72,41.93,616.75,472.35,407.47,74.89,211.82,546.38,170.4,177.65,243.04,330.6,310.94,221.78,381.41,208.07,394.08,453.63,112.09,725.51,565.36
2025-08-28,193.09,207.46,226.04,377.48,375.3,401.98,110.94,437.36,118.69,278.59,292.12,157.23,103.39,197.45,459.66,107.93,363.9,408.56,706.25,331.23,486.46,178.77,826.2,501.94,163.15,206.92,174.94,120.47,91.57,385.21,289.52,346.84,322.0,235.52,209.53,616.23,135.35,242.0,216.46,611.91,658.0,183.79,301.17,266.24,467.02,268.85,56.86,372.18,42.87,377.72,747.18,121.01,182.22,366.22,520.08,78.77,175.87,538.68,391.33,113.86,233.17,1362.84,327.98,354.23,690.77,279.17,197.04,501.14,121.68,355.01,288.74,136.7,199.19,600.7,295.67,762.25,62.18,204.9,441.13,201.59,229.81,41.83,642.02,467.4,384.66,74.83,211.09,558.5,170.54,179.91,241.22,330.28,302.62,218.09,376.78,207.14,383.09,458.32,116.87,730.24,560.56
2025-08-29,190.14,207.14,226.01,358.96,378.12,393.31,111.99,436.46,117.53,279.01,297.37,153.23,103.72,197.56,472.16,108.66,384.03,414.89,700.24,329.66,493.11,175.71,814.26,505.44,162.97,209.01,175.1,117.91,91.45,370.47,274.92,334.78,325.85,242.35,213.58,619.11,136.06,237.16,219.91,617.79,645.43,182.99,299.36,263.59,464.8,266.18,57.17,368.04,43.04,374.91,735.89,118.34,188.76,360.81,523.03,78.96,177.47,533.44,400.91,114.27,233.87,1317.2,340.17,361.93,714.05,278.9,189.64,511.37,120.84,365.43,294.75,137.41,194.18,613.33,288.85,801.41,62.57,206.43,453.19,199.73,228.71,41.36,621.28,475.97,384.71,73.8,212.48,561.94,171.39,184.87,247.58,333.91,291.57,218.69,373.75,210.1,388.78,462.97,117.18,708.68,556.98
2025-09-01,190.19,204.79,217.98,357.17,382.65,381.38,113.17,467.11,120.52,281.12,296.09,154.08,104.45,202.66,472.71,107.37,383.36,423.53,689.64,321.23,488.11,180.35,801.7,487.78,162.9,200.95,178.53,118.99,91.19,357.52,270.35,332.43,321.02,237.06,212.67,596.52,138.09,236.76,226.51,622.61,622.43,192.37,291.23,264.83,461.6,269.5,57.43,369.91,42.7,375.41,734.54,119.25,180.24,362.35,531.05,80.11,174.16,538.71,401.31,113.49,237.89,1326.43,332.76,355.96,746.1,275.81,191.22,511.34,120.0,350.4,301.99,136.75,191.86,605.91,285.76,771.29,61.08,212.27,461.71,199.14,231.76,41.24,602.36,478.77,389.69,72.14,213.95,565.07,170.68,182.76,246.33,335.46,296.42,216.24,382.89,215.54,386.34,469.68,119.65,707.45,541.41
2025-09-02,188.63,204.13,215.03,348.36,388.41,388.85,111.42,495.47,119.25,277.38,302.4,154.51,104.27,207.46,477.57,109.54,385.7,407.62,675.69,321.79,486.98,184.94,801.36,483.85,157.5,202.14,177.57,120.8,92.15,355.09,266.87,336.65,318.71,233.87,206.75,633.15,138.29,231.95,224.41,633.53,596.78,182.58,297.62,265.81,462.12,263.94,58.86,374.17,42.84,383.68,730.28,121.07,181.34,363.59,539.13,81.28,174.03,539.11,394.58,114.39,239.37,1341.71,327.79,348.66,756.93,272.53,191.57,512.04,119.7,348.25,307.43,142.22,188.9,601.25,281.9,788.91,61.14,220.11,449.06,207.57,219.99,40.67,585.89,481.28,396.07,72.87,213.12,572.01,172.72,179.8,247.73,337.6,298.12,215.42,370.32,215.14,389.05,471.38,114.64,706.22,552.8
2025-09-03,187.63,204.47,208.67,332.5,386.78,401.08,110.51,494.5,122.11,289.7,304.24,155.12,101.2,208.53,473.75,110.45,386.36,392.42,678.42,318.48,499.4,184.37,799.43,485.67,164.7,211.68,175.49,118.29,89.49,358.89,257.66,332.27,326.58,236.4,208.03,624.04,138.38,233.13,226.22,638.73,586.11,183.72,298.52,266.04,476.53,255.93,59.2,369.03,41.82,390.93,724.95,120.08,181.53,361.52,523.63,78.32,173.9,547.95,387.17,113.99,243.63,1383.3,326.05,354.12,768.75,275.98,188.07,515.38,119.59,349.06,320.42,140.57,193.28,605.56,287.04,796.3,62.81,219.1,459.37,205.63,217.47,39.24,559.39,480.34,397.22,72.17,211.21,565.4,173.85,181.96,245.21,330.99,299.39,213.34,365.52,214.52,390.98,476.43,116.78,715.25,547.37
2025-09-04,189.73,206.87,214.37,339.32,397.44,409.39,111.68,484.95,125.0,309.67,311.22,159.59,95.23,210.01,481.79,112.87,384.92,407.22,669.26,325.48,493.4,187.41,853.93,508.94,163.14,208.18,175.54,117.9,90.84,357.81,263.91,328.72,328.2,240.2,212.51,662.69,137.86,230.54,226.57,615.29,579.54,188.72,299.69,271.05,487.5,253.79,59.58,369.24,40.52,383.64,728.68,118.32,179.66,353.99,521.0,81.18,168.97,552.03,400.25,115.52,244.93,1374.66,315.53,358.06,777.47,281.69,180.5,526.58,124.38,348.34,317.87,141.17,192.84,608.82,284.56,795.32,61.43,218.35,448.89,201.11,212.51,39.55,555.92,468.15,382.01,72.16,206.34,567.26,173.95,186.22,244.17,333.05,297.14,215.44,346.61,212.61,398.08,496.44,115.99,715.54,532.8
2025-09-05,188.37,205.12,217.58,345.82,404.93,407.44,111.98,473.24,123.62,318.7,313.64,159.19,93.39,211.42,495.02,110.83,403.02,395.89,701.97,326.88,498.88,182.66,833.96,493.15,163.03,203.08,177.44,117.64,91.24,364.64,255.95,334.96,339.13,235.36,213.39,675.02,135.96,228.99,236.36,603.8,580.2,194.53,301.83,267.44,483.87,254.02,60.04,368.13,40.63,382.0,737.76,120.05,185.8,353.89,511.29,80.71,166.84,538.63,401.12,117.21,243.56,1355.42,318.55,352.39,799.95,285.69,180.08,541.15,127.8,336.84,305.87,144.37,192.4,614.74,293.66,801.44,60.8,218.44,444.95,198.97,212.44,38.32,550.54,461.74,389.85,73.34,210.12,571.01,175.66,188.39,248.11,331.66,295.45,212.08,353.61,215.05,403.32,478.1,117.76,725.9,541.76
2025-09-08,191.23,211.1,225.0,361.5,397.94,408.76,112.94,457.11,122.38,312.02,311.47,163.02,96.87,214.74,488.88,111.35,388.48,394.87,708.58,323.61,495.9,193.13,827.63,496.3,167.11,210.27,176.6,118.24,92.65,367.04,267.48,334.03,336.06,241.71,219.45,676.96,135.28,220.75,242.13,600.06,580.14,181.69,299.71,267.27,478.98,258.86,59.23,363.84,42.56,379.32,770.79,120.65,187.1,347.39,508.07,80.19,163.69,542.16,400.09,118.89,237.95,1390.5,302.29,347.07,874.28,291.18,177.0,541.06,130.76,341.29,296.25,141.25,192.85,609.07,295.22,768.09,60.26,216.75,432.68,199.73,208.78,38.2,575.82,459.02,395.49,74.67,205.05,566.82,173.47,190.77,250.47,336.81,299.1,212.28,383.52,218.5,410.89,464.76,118.0,732.56,517.64
